                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.73055,                0.81952,                  1.078,                0.74332,                0.59393,                0.64957,                0.45024,                 1.1389,                 1.2647,                 1.3796,             0.00013834,             0.00013834,             0.00013834
                      2,                0.76649,                0.88879,                 1.1004,                0.69239,                0.56811,                0.60984,                0.42112,                   1.14,                 1.3417,                 1.3792,             0.00027459,             0.00027459,             0.00027459
                      3,                0.82486,                 0.9889,                 1.1382,                0.67805,                0.55078,                0.60301,                 0.4081,                 1.1822,                 1.3884,                 1.4044,             0.00040809,             0.00040809,             0.00040809
                      4,                0.84991,                 1.0527,                 1.1528,                0.65912,                0.53371,                0.57689,                0.38339,                  1.205,                 1.4479,                 1.4187,             0.00040462,             0.00040462,             0.00040462
                      5,                0.86436,                 1.0656,                 1.1659,                0.65715,                0.56319,                0.59911,                 0.4068,                   1.18,                 1.3801,                  1.399,             0.00040049,             0.00040049,             0.00040049
                      6,                0.86896,                 1.0711,                 1.1735,                0.65554,                0.54848,                0.57493,                0.38387,                 1.1883,                 1.4341,                 1.4152,             0.00039636,             0.00039636,             0.00039636
                      7,                0.86898,                 1.0611,                 1.1709,                0.66082,                 0.5493,                0.59416,                0.40268,                 1.1866,                 1.3754,                 1.4011,             0.00039223,             0.00039223,             0.00039223
                      8,                0.85909,                 1.0502,                 1.1602,                0.66879,                0.56435,                0.59598,                0.40377,                 1.1755,                 1.3796,                 1.4009,              0.0003881,              0.0003881,              0.0003881
                      9,                0.87059,                 1.0552,                 1.1686,                0.66002,                0.55901,                0.60424,                0.41382,                 1.1686,                 1.3773,                 1.3902,             0.00038397,             0.00038397,             0.00038397
                     10,                0.86853,                 1.0409,                 1.1583,                0.70138,                0.54443,                0.60631,                0.40959,                 1.1888,                 1.4154,                 1.4212,             0.00037985,             0.00037985,             0.00037985
                     11,                0.86249,                 1.0339,                 1.1595,                 0.6782,                0.55494,                0.60272,                0.40308,                 1.1757,                 1.3521,                 1.4083,             0.00037572,             0.00037572,             0.00037572
                     12,                0.86238,                 1.0238,                 1.1658,                0.68273,                0.56603,                0.60976,                0.41325,                 1.1749,                 1.3466,                  1.389,             0.00037159,             0.00037159,             0.00037159
                     13,                0.85664,                 1.0175,                 1.1592,                0.69236,                0.55683,                0.60526,                0.40633,                 1.1941,                   1.38,                 1.4157,             0.00036746,             0.00036746,             0.00036746
                     14,                 0.8531,                0.99025,                 1.1555,                0.66805,                0.55558,                0.59668,                0.40442,                 1.1659,                  1.363,                  1.388,             0.00036333,             0.00036333,             0.00036333
                     15,                0.85127,                  1.004,                 1.1504,                0.69335,                0.56135,                0.60576,                0.41098,                 1.1753,                 1.3535,                  1.404,              0.0003592,              0.0003592,              0.0003592
                     16,                0.84503,                0.98628,                 1.1488,                0.68288,                 0.5715,                0.61271,                0.41717,                  1.182,                  1.356,                 1.4105,             0.00035508,             0.00035508,             0.00035508
                     17,                0.84688,                0.99743,                 1.1562,                0.68714,                0.57083,                0.61295,                0.41953,                 1.1505,                 1.3175,                 1.3707,             0.00035095,             0.00035095,             0.00035095
                     18,                0.84181,                0.97018,                 1.1461,                0.68715,                 0.5603,                0.60438,                0.41079,                 1.1651,                 1.3507,                  1.389,             0.00034682,             0.00034682,             0.00034682
                     19,                0.83343,                0.97436,                 1.1408,                 0.6944,                0.56092,                0.60851,                  0.417,                 1.1726,                 1.3626,                 1.3902,             0.00034269,             0.00034269,             0.00034269
                     20,                0.83812,                0.96073,                 1.1478,                0.69215,                0.56833,                0.61265,                0.42045,                 1.1736,                 1.3297,                 1.3962,             0.00033856,             0.00033856,             0.00033856
                     21,                0.83488,                0.95774,                 1.1461,                0.69447,                0.56247,                0.60426,                0.41162,                 1.1793,                  1.376,                 1.4007,             0.00033443,             0.00033443,             0.00033443
                     22,                0.81847,                0.93186,                 1.1336,                0.70226,                 0.5576,                0.61148,                0.42497,                 1.1661,                 1.4187,                  1.404,             0.00033031,             0.00033031,             0.00033031
                     23,                0.83149,                0.95062,                 1.1405,                 0.7114,                0.56946,                0.62593,                 0.4334,                 1.1473,                 1.2958,                 1.3775,             0.00032618,             0.00032618,             0.00032618
                     24,                0.81949,                0.92327,                 1.1308,                0.69602,                0.57419,                0.61858,                0.42491,                 1.1664,                 1.3371,                 1.3859,             0.00032205,             0.00032205,             0.00032205
                     25,                0.82951,                 0.9332,                   1.14,                0.67642,                0.55894,                0.60338,                 0.4173,                 1.1686,                 1.3495,                 1.3892,             0.00031792,             0.00031792,             0.00031792
                     26,                0.82116,                0.92214,                 1.1357,                0.70882,                0.57725,                0.62641,                0.43529,                 1.1561,                 1.2989,                 1.3796,             0.00031379,             0.00031379,             0.00031379
                     27,                0.82524,                0.91152,                 1.1342,                0.69537,                0.57445,                0.61536,                0.42459,                 1.1604,                 1.3328,                 1.3899,             0.00030966,             0.00030966,             0.00030966
                     28,                0.80962,                 0.9071,                 1.1315,                0.70726,                0.56837,                0.62172,                0.42465,                 1.1718,                 1.3375,                 1.3994,             0.00030554,             0.00030554,             0.00030554
                     29,                0.80142,                0.90284,                 1.1254,                0.71447,                0.55949,                0.62083,                0.42818,                  1.153,                 1.3073,                 1.3834,             0.00030141,             0.00030141,             0.00030141
                     30,                0.80274,                0.89725,                 1.1226,                0.72164,                0.56437,                0.62342,                0.42767,                 1.1661,                 1.3219,                 1.3937,             0.00029728,             0.00029728,             0.00029728
                     31,                0.80507,                0.89841,                 1.1271,                0.70457,                 0.5698,                0.62109,                0.42365,                 1.1772,                 1.3272,                 1.4011,             0.00029315,             0.00029315,             0.00029315
                     32,                0.81502,                0.89142,                 1.1246,                0.69795,                0.57263,                0.62461,                0.43587,                 1.1403,                 1.2993,                 1.3667,             0.00028902,             0.00028902,             0.00028902
                     33,                0.80398,                0.87618,                 1.1268,                0.69257,                0.58474,                0.62422,                0.43055,                 1.1651,                  1.319,                 1.3948,             0.00028489,             0.00028489,             0.00028489
                     34,                0.79127,                0.87433,                 1.1155,                0.71121,                0.57678,                0.62589,                0.43321,                 1.1602,                 1.2992,                   1.39,             0.00028077,             0.00028077,             0.00028077
                     35,                0.79195,                0.85863,                 1.1139,                0.70604,                0.58713,                0.62763,                0.43658,                 1.1572,                 1.3082,                 1.3864,             0.00027664,             0.00027664,             0.00027664
                     36,                0.78395,                0.85904,                 1.1075,                  0.724,                0.57433,                0.62808,                0.43187,                 1.1593,                  1.266,                 1.3916,             0.00027251,             0.00027251,             0.00027251
                     37,                0.77389,                0.84943,                 1.1058,                0.70898,                0.56839,                0.62211,                0.43183,                 1.1565,                 1.3092,                  1.388,             0.00026838,             0.00026838,             0.00026838
                     38,                0.77909,                0.83512,                 1.1075,                0.72268,                0.57647,                 0.6287,                0.43566,                 1.1617,                 1.3162,                 1.4013,             0.00026425,             0.00026425,             0.00026425
                     39,                0.77593,                0.84651,                 1.1102,                0.68763,                0.58912,                0.63209,                0.44355,                 1.1371,                 1.3027,                 1.3781,             0.00026012,             0.00026012,             0.00026012
                     40,                0.77376,                0.83361,                 1.1046,                0.72198,                0.58513,                0.63816,                 0.4481,                 1.1539,                 1.2872,                 1.3857,               0.000256,               0.000256,               0.000256
                     41,                0.77115,                0.83044,                 1.1012,                 0.7056,                0.58198,                0.62948,                0.43512,                 1.1547,                 1.3026,                 1.3822,             0.00025187,             0.00025187,             0.00025187
                     42,                  0.763,                0.82302,                 1.1017,                0.71649,                0.57963,                0.63365,                0.44174,                 1.1525,                 1.2967,                  1.389,             0.00024774,             0.00024774,             0.00024774
                     43,                0.76782,                0.82325,                 1.1017,                 0.7277,                0.56336,                0.62742,                0.43665,                 1.1511,                 1.3081,                 1.3823,             0.00024361,             0.00024361,             0.00024361
                     44,                0.77015,                0.81309,                 1.1025,                0.70494,                0.58824,                0.63176,                0.44017,                 1.1531,                 1.3035,                 1.3886,             0.00023948,             0.00023948,             0.00023948
                     45,                0.75865,                0.80627,                 1.0955,                0.71377,                0.58212,                0.63233,                0.44048,                 1.1401,                 1.2868,                 1.3789,             0.00023535,             0.00023535,             0.00023535
                     46,                0.75193,                 0.8086,                 1.0953,                0.72477,                0.57874,                0.63567,                0.44221,                 1.1436,                 1.3099,                 1.3771,             0.00023123,             0.00023123,             0.00023123
                     47,                0.75547,                0.79445,                 1.0921,                0.73499,                0.57266,                0.62932,                0.43879,                 1.1547,                 1.3128,                 1.3975,              0.0002271,              0.0002271,              0.0002271
                     48,                0.75729,                0.79796,                 1.0936,                0.73215,                0.56847,                0.63383,                0.43871,                 1.1433,                 1.2716,                 1.3801,             0.00022297,             0.00022297,             0.00022297
                     49,                0.74998,                0.77807,                  1.088,                0.70598,                0.59096,                0.63804,                0.44567,                 1.1389,                 1.3105,                 1.3811,             0.00021884,             0.00021884,             0.00021884
                     50,                0.74459,                0.77107,                 1.0833,                0.72987,                0.58095,                0.63402,                0.44022,                 1.1591,                 1.3295,                 1.3881,             0.00021471,             0.00021471,             0.00021471
                     51,                0.74002,                0.77991,                 1.0797,                0.71058,                  0.573,                0.62446,                0.43672,                 1.1497,                 1.3462,                 1.3868,             0.00021059,             0.00021059,             0.00021059
                     52,                0.73619,                0.76148,                 1.0816,                0.72539,                0.57469,                0.63494,                0.44429,                 1.1469,                 1.3278,                 1.3936,             0.00020646,             0.00020646,             0.00020646
