                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.57576,                  0.602,                 1.0073,                0.68655,                0.50666,                0.56672,                0.39348,                 1.2157,                 1.9752,                 1.4822,             0.00013821,             0.00013821,             0.00013821
                      2,                0.61746,                0.65565,                 1.0354,                0.65246,                0.47284,                0.52457,                0.35505,                 1.2646,                 1.9505,                 1.5173,             0.00027447,             0.00027447,             0.00027447
                      3,                0.66878,                0.74151,                 1.0623,                0.64981,                0.46699,                0.50842,                0.33678,                  1.324,                 1.9458,                 1.5779,             0.00040797,             0.00040797,             0.00040797
                      4,                 0.6885,                0.78403,                 1.0779,                0.61488,                 0.4788,                0.51042,                0.33576,                 1.2927,                 1.8161,                 1.5215,             0.00040462,             0.00040462,             0.00040462
                      5,                 0.6925,                0.81153,                 1.0734,                0.61051,                0.46809,                0.49298,                0.32249,                 1.3065,                 1.7648,                 1.5586,             0.00040049,             0.00040049,             0.00040049
                      6,                0.68985,                0.80267,                 1.0747,                0.63659,                0.47799,                0.52076,                0.34425,                 1.2993,                 1.7902,                 1.5508,             0.00039636,             0.00039636,             0.00039636
                      7,                0.70194,                0.81988,                 1.0839,                0.61228,                0.48404,                0.51664,                0.34473,                 1.2873,                 1.8477,                 1.5244,             0.00039223,             0.00039223,             0.00039223
                      8,                0.69661,                0.82298,                 1.0784,                0.60429,                0.44904,                0.47035,                0.31024,                 1.3108,                 2.0133,                 1.5871,              0.0003881,              0.0003881,              0.0003881
                      9,                 0.7185,                0.82917,                 1.1048,                0.61465,                0.47273,                0.50531,                0.33318,                 1.3087,                 1.9308,                 1.5486,             0.00038397,             0.00038397,             0.00038397
                     10,                0.69938,                0.81675,                 1.0811,                0.63655,                0.49594,                0.52862,                0.35244,                  1.262,                 1.6355,                 1.5146,             0.00037985,             0.00037985,             0.00037985
