                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.94803,                 4.0952,                 1.1847,                      0,                      0,                      0,                      0,                0.78032,                 3.9019,                 1.0603,              6.672e-05,              6.672e-05,              6.672e-05
                      2,                0.92488,                 3.8114,                 1.1809,                0.19034,                0.05071,                0.11578,                0.09963,                0.79895,                 3.8241,                 1.0815,             0.00013625,             0.00013625,             0.00013625
                      3,                0.93998,                 3.2493,                 1.1938,                0.12032,                0.51417,                0.24984,                 0.1887,                0.94296,                 3.3669,                 1.1853,             0.00020437,             0.00020437,             0.00020437
                      4,                0.96828,                 2.8613,                  1.248,                 0.7899,                 0.1552,                0.34079,                0.23736,                 1.0289,                 3.0281,                 1.2616,             0.00027109,             0.00027109,             0.00027109
                      5,                 1.0128,                 2.5133,                 1.2457,                0.60225,                0.33937,                0.39706,                0.27019,                 1.1032,                 2.5494,                 1.3361,             0.00033641,             0.00033641,             0.00033641
                      6,                 1.0735,                  2.259,                 1.2909,                0.54834,                0.39506,                0.41512,                 0.2677,                 1.1774,                 2.2311,                 1.4274,             0.00039636,             0.00039636,             0.00039636
                      7,                  1.022,                 1.9206,                 1.2405,                0.55456,                 0.4488,                0.46419,                0.30528,                 1.1454,                 1.9679,                 1.3921,             0.00039223,             0.00039223,             0.00039223
                      8,                 1.0542,                 1.9253,                 1.2671,                  0.525,                0.45826,                0.46468,                0.30335,                 1.1784,                 1.9668,                 1.4177,              0.0003881,              0.0003881,              0.0003881
                      9,                 1.0259,                 1.8497,                 1.2614,                0.54297,                0.45559,                0.45196,                 0.2851,                 1.2713,                 2.0709,                 1.5199,             0.00038397,             0.00038397,             0.00038397
                     10,                 1.0037,                 1.7525,                 1.2499,                0.55208,                 0.4443,                0.45102,                0.28869,                 1.2557,                  1.987,                 1.4853,             0.00037985,             0.00037985,             0.00037985
