                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.65702,                0.70268,                 1.0767,                 0.7005,                0.57145,                0.57187,                0.36998,                 1.2065,                 1.3415,                 1.4705,              0.0001386,              0.0001386,              0.0001386
                      2,                0.69575,                0.74722,                 1.0934,                0.70483,                0.54348,                0.56109,                0.35774,                  1.222,                 1.3819,                 1.4835,             0.00027485,             0.00027485,             0.00027485
                      3,                0.72982,                0.80923,                 1.1163,                0.66677,                 0.5401,                0.54002,                0.33908,                 1.2768,                 1.4625,                 1.5219,             0.00040835,             0.00040835,             0.00040835
                      4,                0.74664,                0.84237,                 1.1251,                0.65332,                0.53421,                0.53232,                0.33795,                 1.2381,                 1.4275,                 1.4694,             0.00040462,             0.00040462,             0.00040462
                      5,                0.75715,                0.86015,                 1.1372,                0.68977,                0.54296,                0.56021,                0.35591,                 1.2267,                 1.3638,                 1.4702,             0.00040049,             0.00040049,             0.00040049
                      6,                0.76546,                0.87248,                  1.143,                0.66442,                0.54093,                0.53452,                0.33768,                 1.2528,                 1.4203,                 1.5059,             0.00039636,             0.00039636,             0.00039636
                      7,                0.75436,                0.86297,                  1.134,                0.65841,                0.55034,                 0.5481,                 0.3478,                 1.2256,                 1.3562,                 1.4688,             0.00039223,             0.00039223,             0.00039223
                      8,                  0.756,                 0.8648,                 1.1385,                0.68383,                0.53751,                0.54693,                 0.3513,                 1.2436,                 1.4135,                 1.4907,              0.0003881,              0.0003881,              0.0003881
                      9,                0.77077,                0.86841,                 1.1459,                 0.6918,                0.54774,                0.55128,                0.35188,                 1.2406,                 1.3803,                 1.4709,             0.00038397,             0.00038397,             0.00038397
                     10,                0.75923,                0.86367,                 1.1453,                0.66507,                0.55889,                0.53964,                0.34113,                 1.2373,                 1.3904,                 1.4643,             0.00037985,             0.00037985,             0.00037985
                     11,                0.75796,                0.85296,                 1.1341,                 0.6811,                0.53281,                0.54059,                0.34439,                 1.2277,                 1.4057,                 1.4796,             0.00037572,             0.00037572,             0.00037572
                     12,                0.75811,                  0.858,                 1.1404,                0.66887,                0.53989,                0.53415,                0.33699,                 1.2508,                  1.405,                 1.4958,             0.00037159,             0.00037159,             0.00037159
                     13,                0.75569,                0.85121,                  1.134,                0.66244,                0.57649,                0.55576,                0.35441,                 1.2186,                 1.3265,                 1.4484,             0.00036746,             0.00036746,             0.00036746
                     14,                0.74706,                0.84168,                 1.1314,                0.69979,                0.54669,                0.56095,                0.35496,                 1.2391,                 1.4054,                 1.4818,             0.00036333,             0.00036333,             0.00036333
                     15,                0.75498,                0.84063,                 1.1364,                0.66557,                0.54279,                0.54353,                0.33994,                 1.2504,                 1.3911,                 1.4816,              0.0003592,              0.0003592,              0.0003592
                     16,                0.74573,                0.83147,                 1.1322,                0.69571,                0.55393,                0.56583,                0.36002,                 1.2371,                 1.3541,                  1.483,             0.00035508,             0.00035508,             0.00035508
                     17,                0.75041,                0.84164,                 1.1332,                0.68708,                0.55263,                0.55466,                0.35515,                 1.2269,                 1.3541,                 1.4762,             0.00035095,             0.00035095,             0.00035095
                     18,                0.73374,                0.81933,                 1.1231,                0.68582,                 0.5617,                0.56464,                0.36195,                 1.2162,                 1.3198,                 1.4579,             0.00034682,             0.00034682,             0.00034682
                     19,                0.73927,                0.82584,                  1.129,                0.67565,                0.54661,                0.54112,                0.34135,                 1.2449,                 1.3793,                 1.4885,             0.00034269,             0.00034269,             0.00034269
                     20,                0.74421,                0.82964,                 1.1284,                0.69103,                 0.5468,                 0.5622,                0.36072,                 1.2143,                 1.3544,                 1.4623,             0.00033856,             0.00033856,             0.00033856
                     21,                0.73788,                 0.8186,                 1.1276,                0.67877,                 0.5664,                0.55435,                0.34918,                 1.2424,                 1.3397,                 1.4835,             0.00033443,             0.00033443,             0.00033443
                     22,                0.73042,                 0.8076,                 1.1176,                0.69434,                0.55654,                0.56182,                0.35784,                 1.2156,                 1.3542,                  1.464,             0.00033031,             0.00033031,             0.00033031
                     23,                0.73464,                0.80985,                 1.1254,                0.68692,                0.55749,                0.55722,                0.35716,                 1.2141,                 1.3374,                 1.4564,             0.00032618,             0.00032618,             0.00032618
                     24,                0.72959,                0.79656,                 1.1205,                0.69083,                 0.5761,                0.56806,                0.36431,                 1.2116,                 1.3131,                 1.4584,             0.00032205,             0.00032205,             0.00032205
                     25,                0.72735,                0.79486,                 1.1191,                0.70319,                0.55426,                0.56676,                0.36277,                 1.2288,                 1.3686,                   1.48,             0.00031792,             0.00031792,             0.00031792
                     26,                0.72815,                0.80285,                 1.1205,                0.69601,                0.55737,                0.56285,                0.36234,                  1.221,                 1.3571,                 1.4789,             0.00031379,             0.00031379,             0.00031379
                     27,                0.73078,                 0.7928,                 1.1153,                0.69563,                0.55833,                0.56196,                0.36026,                 1.2253,                 1.3495,                  1.468,             0.00030966,             0.00030966,             0.00030966
                     28,                0.72729,                0.78708,                 1.1142,                0.69359,                0.55396,                0.56395,                0.35732,                 1.2253,                  1.357,                 1.4737,             0.00030554,             0.00030554,             0.00030554
                     29,                0.72124,                0.78599,                 1.1174,                0.70028,                0.55148,                0.55688,                0.35548,                 1.2245,                  1.354,                 1.4736,             0.00030141,             0.00030141,             0.00030141
                     30,                 0.7113,                0.77271,                 1.1094,                0.70012,                0.56111,                0.56332,                0.35856,                 1.2232,                 1.3474,                 1.4812,             0.00029728,             0.00029728,             0.00029728
                     31,                0.71585,                0.77317,                 1.1108,                0.69726,                0.56083,                0.56983,                0.36715,                  1.212,                 1.3608,                 1.4602,             0.00029315,             0.00029315,             0.00029315
                     32,                0.71545,                0.78079,                 1.1117,                0.70721,                0.55511,                0.56804,                0.36309,                 1.2245,                 1.3718,                 1.4809,             0.00028902,             0.00028902,             0.00028902
                     33,                0.71517,                0.77877,                 1.1146,                0.70513,                0.55389,                0.56573,                 0.3613,                 1.2344,                 1.3837,                 1.4929,             0.00028489,             0.00028489,             0.00028489
                     34,                0.70944,                0.76009,                 1.1083,                0.70252,                0.55617,                0.56081,                0.36075,                 1.2218,                 1.3366,                 1.4848,             0.00028077,             0.00028077,             0.00028077
                     35,                0.70617,                0.75804,                 1.1047,                0.70486,                0.56389,                0.56947,                0.36289,                 1.2271,                 1.3355,                 1.4847,             0.00027664,             0.00027664,             0.00027664
                     36,                0.70572,                0.75851,                 1.1032,                0.69154,                0.56582,                0.56754,                0.36582,                 1.2184,                 1.3434,                  1.473,             0.00027251,             0.00027251,             0.00027251
                     37,                0.70242,                0.74832,                 1.1017,                0.69148,                0.54791,                0.55142,                0.35323,                 1.2214,                 1.3765,                 1.4732,             0.00026838,             0.00026838,             0.00026838
                     38,                0.70155,                0.74321,                 1.1008,                0.70269,                0.56164,                0.57116,                0.36699,                 1.2248,                 1.3426,                 1.4755,             0.00026425,             0.00026425,             0.00026425
                     39,                0.69899,                0.74681,                 1.1026,                0.69599,                0.55516,                0.55855,                0.35723,                 1.2293,                 1.3702,                 1.4964,             0.00026012,             0.00026012,             0.00026012
                     40,                 0.6952,                0.73111,                 1.0962,                0.69481,                 0.5635,                0.57048,                0.36857,                 1.1986,                 1.3273,                 1.4548,               0.000256,               0.000256,               0.000256
                     41,                0.68897,                 0.7376,                 1.0909,                0.69555,                0.56485,                0.56722,                0.36493,                 1.2238,                 1.3888,                 1.4852,             0.00025187,             0.00025187,             0.00025187
                     42,                 0.6908,                0.73623,                 1.0942,                0.70602,                0.56395,                0.57301,                0.37033,                 1.2077,                 1.3468,                  1.464,             0.00024774,             0.00024774,             0.00024774
                     43,                0.68792,                0.73156,                 1.0935,                0.70881,                0.56613,                 0.5743,                0.37072,                 1.2226,                 1.3507,                  1.479,             0.00024361,             0.00024361,             0.00024361
                     44,                0.69232,                0.73411,                 1.0955,                0.70804,                0.56567,                0.56907,                0.36529,                 1.2224,                 1.3593,                 1.4812,             0.00023948,             0.00023948,             0.00023948
