                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.69383,                0.98428,                  1.088,                0.68481,                0.56633,                0.59935,                0.40596,                 1.1755,                 1.4913,                 1.3905,             0.00013818,             0.00013818,             0.00013818
                      2,                0.73313,                  1.075,                 1.1071,                0.63171,                 0.5286,                0.54744,                0.36394,                 1.2119,                 1.6546,                 1.4505,             0.00027444,             0.00027444,             0.00027444
                      3,                0.79341,                 1.1677,                 1.1485,                0.65167,                 0.5003,                0.54499,                0.35775,                 1.2393,                 1.6372,                 1.4415,             0.00040794,             0.00040794,             0.00040794
                      4,                0.82599,                 1.2023,                  1.166,                0.59993,                0.49768,                0.52278,                0.33993,                 1.2714,                 1.7074,                 1.5002,             0.00040462,             0.00040462,             0.00040462
                      5,                0.83936,                 1.1923,                 1.1664,                0.62124,                    0.5,                0.52655,                0.34308,                 1.2527,                 1.6564,                 1.4559,             0.00040049,             0.00040049,             0.00040049
                      6,                 0.8232,                 1.1797,                 1.1629,                0.61478,                0.49253,                0.52025,                 0.3378,                 1.2583,                 1.6776,                 1.4489,             0.00039636,             0.00039636,             0.00039636
                      7,                0.84277,                 1.1999,                 1.1673,                0.60062,                0.49728,                0.51834,                 0.3384,                 1.2442,                 1.7168,                 1.4583,             0.00039223,             0.00039223,             0.00039223
                      8,                 0.8234,                 1.1566,                 1.1529,                 0.6113,                 0.5002,                0.52103,                0.33528,                  1.268,                 1.7308,                 1.4817,              0.0003881,              0.0003881,              0.0003881
                      9,                 0.8263,                 1.1327,                 1.1621,                0.63581,                0.48613,                0.52031,                0.34012,                   1.27,                 1.6911,                 1.4876,             0.00038397,             0.00038397,             0.00038397
                     10,                 0.8169,                 1.1132,                 1.1557,                0.63757,                0.50996,                0.54498,                0.36344,                  1.228,                 1.6721,                 1.4473,             0.00037985,             0.00037985,             0.00037985
                     11,                0.79786,                 1.1166,                 1.1514,                0.62395,                0.49447,                 0.5208,                0.33743,                 1.2811,                 1.7554,                 1.5077,             0.00037572,             0.00037572,             0.00037572
                     12,                0.80504,                 1.1018,                 1.1449,                0.62877,                0.49788,                  0.528,                0.34931,                 1.2303,                 1.6508,                 1.4462,             0.00037159,             0.00037159,             0.00037159
                     13,                0.78937,                 1.0709,                 1.1409,                0.65278,                0.51471,                0.54996,                0.36255,                  1.251,                 1.5753,                 1.4664,             0.00036746,             0.00036746,             0.00036746
                     14,                0.79093,                 1.0606,                 1.1398,                0.63654,                0.51436,                0.54546,                0.35811,                  1.273,                 1.7122,                 1.4957,             0.00036333,             0.00036333,             0.00036333
                     15,                0.78355,                 1.0622,                 1.1366,                0.63599,                0.52035,                0.55758,                0.37255,                 1.2264,                 1.6554,                  1.454,              0.0003592,              0.0003592,              0.0003592
                     16,                0.77318,                  1.024,                 1.1302,                0.62322,                0.51823,                0.54548,                0.35675,                 1.2654,                 1.6432,                 1.4925,             0.00035508,             0.00035508,             0.00035508
