                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0271,                 3.2064,                 1.2654,                0.65739,                0.51767,                0.56727,                0.39856,                 1.0398,                 1.9522,                 1.2581,             0.00013813,             0.00013813,             0.00013813
                      2,                 1.1275,                 2.1569,                 1.3461,                0.61238,                0.53251,                0.55986,                 0.3778,                 1.0968,                 1.9833,                 1.3091,             0.00027439,             0.00027439,             0.00027439
                      3,                  1.138,                 2.0346,                 1.3548,                0.55453,                0.50947,                0.51483,                 0.3279,                  1.202,                 1.9653,                 1.4383,             0.00040789,             0.00040789,             0.00040789
                      4,                 1.1492,                 1.9632,                  1.356,                0.58469,                0.50647,                0.52219,                0.34152,                 1.1635,                 1.8881,                 1.3739,             0.00040462,             0.00040462,             0.00040462
                      5,                 1.1342,                 1.9038,                 1.3557,                0.60795,                0.51532,                0.54298,                0.35486,                  1.176,                 1.8192,                 1.3784,             0.00040049,             0.00040049,             0.00040049
                      6,                 1.1142,                 1.8513,                 1.3405,                0.61587,                0.53087,                0.56193,                0.36339,                 1.1813,                 1.7153,                 1.3899,             0.00039636,             0.00039636,             0.00039636
                      7,                 1.1042,                 1.7756,                 1.3327,                0.61494,                0.53022,                0.55153,                0.36086,                 1.1761,                 1.7258,                 1.3841,             0.00039223,             0.00039223,             0.00039223
                      8,                 1.0974,                   1.74,                 1.3181,                0.61485,                0.51117,                0.53569,                0.35178,                 1.1742,                 1.7204,                 1.3849,              0.0003881,              0.0003881,              0.0003881
                      9,                 1.0897,                 1.6873,                 1.3204,                0.62958,                0.52631,                 0.5585,                0.36861,                 1.1597,                 1.6501,                 1.3713,             0.00038397,             0.00038397,             0.00038397
                     10,                 1.0808,                 1.6583,                  1.306,                0.63793,                0.53808,                0.57473,                 0.3822,                 1.1497,                 1.5892,                 1.3522,             0.00037985,             0.00037985,             0.00037985
                     11,                 1.0654,                 1.6035,                 1.2986,                0.65097,                0.54441,                0.58047,                0.38282,                 1.1391,                 1.5601,                 1.3588,             0.00037572,             0.00037572,             0.00037572
                     12,                 1.0677,                 1.5702,                 1.3036,                0.66263,                 0.5562,                0.60025,                0.39952,                 1.1604,                 1.5344,                 1.3706,             0.00037159,             0.00037159,             0.00037159
                     13,                 1.0406,                 1.5586,                 1.2908,                0.67481,                0.54547,                0.58863,                0.39784,                 1.1435,                 1.5442,                 1.3635,             0.00036746,             0.00036746,             0.00036746
                     14,                 1.0477,                 1.5232,                 1.2952,                0.65876,                0.53797,                0.57981,                0.38351,                  1.161,                 1.5291,                 1.3718,             0.00036333,             0.00036333,             0.00036333
                     15,                 1.0355,                 1.4533,                 1.2731,                0.66654,                0.55264,                0.60687,                0.40733,                 1.1293,                 1.4679,                 1.3463,              0.0003592,              0.0003592,              0.0003592
                     16,                 1.0311,                 1.4553,                 1.2722,                0.67009,                0.56221,                0.61381,                0.40771,                 1.1613,                  1.482,                 1.3711,             0.00035508,             0.00035508,             0.00035508
                     17,                 1.0134,                 1.4038,                 1.2608,                0.69717,                0.55003,                0.61946,                0.42079,                 1.1244,                  1.416,                 1.3538,             0.00035095,             0.00035095,             0.00035095
                     18,                 1.0143,                  1.411,                 1.2599,                0.68471,                0.56602,                0.61983,                0.41491,                 1.1348,                  1.412,                 1.3444,             0.00034682,             0.00034682,             0.00034682
                     19,                 1.0061,                 1.3725,                 1.2496,                 0.6872,                0.57157,                0.62117,                0.41814,                 1.1296,                 1.4029,                  1.335,             0.00034269,             0.00034269,             0.00034269
                     20,                0.99379,                 1.3333,                 1.2452,                0.69088,                 0.5604,                0.61174,                 0.4118,                 1.1367,                  1.435,                 1.3529,             0.00033856,             0.00033856,             0.00033856
                     21,                0.98737,                 1.3128,                 1.2458,                0.69382,                0.57012,                 0.6278,                0.42799,                  1.116,                 1.4052,                 1.3347,             0.00033443,             0.00033443,             0.00033443
                     22,                0.98777,                  1.309,                 1.2417,                0.67364,                0.57825,                0.61482,                0.41176,                 1.1296,                 1.4078,                 1.3427,             0.00033031,             0.00033031,             0.00033031
                     23,                0.96816,                 1.2926,                 1.2307,                0.69454,                0.56835,                0.62038,                 0.4196,                 1.1258,                 1.3732,                 1.3377,             0.00032618,             0.00032618,             0.00032618
                     24,                0.99132,                 1.2915,                 1.2336,                0.67767,                0.56369,                0.61479,                0.41406,                 1.1353,                 1.3939,                 1.3482,             0.00032205,             0.00032205,             0.00032205
                     25,                0.97513,                 1.2601,                 1.2362,                0.69792,                0.57064,                0.62167,                0.41788,                  1.129,                 1.3751,                 1.3395,             0.00031792,             0.00031792,             0.00031792
                     26,                0.95976,                 1.2459,                 1.2295,                0.69875,                0.57112,                0.63275,                 0.4297,                 1.1274,                 1.3737,                 1.3477,             0.00031379,             0.00031379,             0.00031379
                     27,                0.96495,                 1.2164,                  1.225,                0.70772,                0.57103,                0.62921,                 0.4279,                 1.1269,                 1.3659,                 1.3568,             0.00030966,             0.00030966,             0.00030966
                     28,                0.96156,                 1.1945,                 1.2225,                0.70646,                0.57744,                0.63361,                0.42722,                  1.139,                 1.3473,                 1.3482,             0.00030554,             0.00030554,             0.00030554
                     29,                0.95106,                 1.1912,                 1.2148,                0.71618,                0.58034,                0.64339,                0.43988,                  1.106,                  1.334,                  1.332,             0.00030141,             0.00030141,             0.00030141
                     30,                0.94147,                 1.1545,                 1.2072,                0.71962,                0.56183,                0.62814,                0.42778,                 1.1061,                 1.3524,                  1.324,             0.00029728,             0.00029728,             0.00029728
