                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.65518,                0.71292,                  1.082,                0.69619,                0.54879,                0.55315,                0.35776,                  1.239,                 1.4503,                 1.5162,              0.0001386,              0.0001386,              0.0001386
                      2,                0.69644,                0.76277,                 1.0991,                0.66584,                0.52417,                0.52155,                0.33192,                 1.2761,                 1.4959,                 1.5554,             0.00027485,             0.00027485,             0.00027485
                      3,                0.73115,                0.82983,                  1.123,                0.66704,                0.51865,                0.51981,                0.32715,                 1.2992,                   1.53,                 1.5404,             0.00040835,             0.00040835,             0.00040835
                      4,                0.75679,                0.88857,                 1.1406,                0.64566,                0.51806,                0.51229,                0.31883,                 1.3139,                 1.5179,                 1.5682,             0.00040462,             0.00040462,             0.00040462
                      5,                0.76734,                0.89359,                 1.1465,                0.67513,                0.51742,                0.52259,                0.33046,                 1.2854,                 1.4798,                 1.5239,             0.00040049,             0.00040049,             0.00040049
                      6,                0.76695,                0.88944,                 1.1455,                0.66641,                0.52321,                0.52451,                 0.3319,                 1.2696,                 1.4813,                 1.5043,             0.00039636,             0.00039636,             0.00039636
                      7,                0.75895,                0.86616,                  1.141,                  0.658,                0.52601,                0.52457,                0.33341,                 1.2652,                  1.459,                 1.5036,             0.00039223,             0.00039223,             0.00039223
                      8,                0.76138,                0.88493,                 1.1459,                0.65441,                0.54361,                0.53754,                0.33979,                 1.2595,                  1.374,                 1.4968,              0.0003881,              0.0003881,              0.0003881
                      9,                0.76338,                 0.8778,                 1.1441,                0.65979,                0.52834,                0.52923,                0.33091,                 1.2832,                 1.4347,                 1.5295,             0.00038397,             0.00038397,             0.00038397
                     10,                0.76048,                0.88334,                 1.1442,                0.64726,                0.51676,                0.51505,                0.32603,                 1.2849,                 1.5112,                 1.5291,             0.00037985,             0.00037985,             0.00037985
                     11,                0.75153,                 0.8637,                 1.1356,                0.67337,                0.51199,                0.52565,                0.33318,                 1.2788,                 1.4648,                 1.5206,             0.00037572,             0.00037572,             0.00037572
                     12,                 0.7541,                0.85725,                 1.1374,                0.68313,                0.53495,                0.54376,                0.34765,                 1.2571,                 1.4063,                 1.4878,             0.00037159,             0.00037159,             0.00037159
                     13,                0.75208,                0.86144,                 1.1386,                0.65219,                0.54343,                0.52263,                0.32967,                 1.2706,                 1.4318,                  1.518,             0.00036746,             0.00036746,             0.00036746
                     14,                0.75264,                0.85698,                 1.1354,                0.66495,                0.53272,                 0.5341,                0.33974,                 1.2497,                 1.4352,                 1.4836,             0.00036333,             0.00036333,             0.00036333
                     15,                0.75549,                0.86383,                 1.1475,                  0.658,                0.53395,                0.52998,                0.33517,                 1.2759,                 1.4399,                 1.5096,              0.0003592,              0.0003592,              0.0003592
                     16,                0.75889,                0.85765,                 1.1433,                0.67455,                0.52207,                0.53396,                0.33525,                 1.2794,                 1.4639,                 1.5053,             0.00035508,             0.00035508,             0.00035508
                     17,                0.74781,                0.85103,                 1.1354,                0.66363,                0.53907,                0.53539,                0.33948,                 1.2574,                 1.3822,                 1.4955,             0.00035095,             0.00035095,             0.00035095
                     18,                0.74279,                0.84095,                 1.1292,                0.67261,                0.53433,                0.53483,                0.34088,                 1.2567,                 1.4085,                 1.4964,             0.00034682,             0.00034682,             0.00034682
                     19,                0.74046,                0.82514,                 1.1288,                0.67215,                0.53645,                0.53329,                0.33544,                 1.2746,                 1.4158,                 1.5188,             0.00034269,             0.00034269,             0.00034269
                     20,                  0.747,                0.83301,                 1.1297,                0.66382,                0.53075,                0.52524,                0.33264,                 1.2592,                 1.4259,                 1.5092,             0.00033856,             0.00033856,             0.00033856
                     21,                0.73616,                0.82654,                 1.1266,                0.65755,                0.53474,                0.53574,                0.33958,                 1.2762,                  1.467,                 1.5195,             0.00033443,             0.00033443,             0.00033443
                     22,                0.73392,                0.82013,                 1.1217,                0.66012,                0.53874,                0.53722,                0.33765,                 1.2623,                 1.4172,                 1.5116,             0.00033031,             0.00033031,             0.00033031
                     23,                0.73234,                0.81449,                 1.1238,                0.68357,                0.52792,                0.54015,                0.34441,                 1.2488,                 1.4166,                 1.5063,             0.00032618,             0.00032618,             0.00032618
                     24,                0.73895,                0.81559,                 1.1248,                0.67905,                 0.5248,                 0.5383,                0.34426,                 1.2546,                  1.429,                 1.4953,             0.00032205,             0.00032205,             0.00032205
                     25,                0.73335,                0.81132,                   1.12,                 0.6912,                0.53236,                0.54215,                 0.3457,                 1.2602,                 1.4207,                 1.5071,             0.00031792,             0.00031792,             0.00031792
                     26,                0.72059,                0.79542,                 1.1168,                0.67223,                0.53508,                0.53204,                0.33821,                 1.2563,                 1.4288,                 1.5031,             0.00031379,             0.00031379,             0.00031379
                     27,                0.72245,                0.80059,                 1.1155,                0.68026,                0.52844,                0.52752,                0.33393,                 1.2617,                 1.4639,                 1.5104,             0.00030966,             0.00030966,             0.00030966
                     28,                 0.7203,                0.79216,                 1.1149,                0.66525,                0.54414,                0.53671,                0.34229,                 1.2378,                 1.3934,                 1.4883,             0.00030554,             0.00030554,             0.00030554
                     29,                 0.7231,                0.79082,                 1.1167,                0.68474,                0.53737,                0.54109,                0.34784,                 1.2467,                 1.4083,                   1.49,             0.00030141,             0.00030141,             0.00030141
                     30,                0.71517,                0.78926,                 1.1161,                0.66558,                0.54921,                0.54294,                0.35064,                 1.2422,                 1.4215,                 1.5007,             0.00029728,             0.00029728,             0.00029728
                     31,                0.70792,                0.77638,                 1.1072,                 0.6717,                0.54994,                0.54897,                0.35125,                 1.2522,                 1.4214,                 1.5002,             0.00029315,             0.00029315,             0.00029315
                     32,                0.71184,                0.77896,                 1.1084,                0.68558,                0.53538,                0.54448,                0.34848,                 1.2491,                 1.4128,                  1.499,             0.00028902,             0.00028902,             0.00028902
                     33,                0.71467,                0.77742,                 1.1096,                 0.6853,                0.53928,                0.54345,                0.34676,                 1.2498,                 1.4043,                 1.4917,             0.00028489,             0.00028489,             0.00028489
                     34,                0.71237,                0.77786,                 1.1095,                0.67867,                 0.5313,                0.54042,                0.34443,                 1.2553,                 1.4215,                 1.5075,             0.00028077,             0.00028077,             0.00028077
                     35,                0.71057,                0.77047,                 1.1062,                0.68081,                0.53949,                0.54625,                0.35058,                 1.2389,                 1.4084,                 1.4904,             0.00027664,             0.00027664,             0.00027664
                     36,                0.70315,                0.76783,                 1.1082,                0.68213,                 0.5411,                0.54002,                0.34374,                 1.2598,                 1.4302,                 1.5085,             0.00027251,             0.00027251,             0.00027251
                     37,                0.70225,                0.75139,                 1.1015,                0.67177,                0.53635,                0.53257,                0.33847,                 1.2681,                 1.4303,                  1.528,             0.00026838,             0.00026838,             0.00026838
