                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.73737,                0.82318,                 1.0818,                0.73514,                0.58488,                0.64655,                0.44927,                 1.1197,                  1.259,                 1.3567,             0.00013834,             0.00013834,             0.00013834
                      2,                0.78876,                 0.9139,                 1.1082,                0.69642,                0.56924,                0.62203,                0.42224,                 1.1532,                  1.353,                 1.3897,              0.0002746,              0.0002746,              0.0002746
                      3,                0.83295,                 1.0017,                 1.1419,                0.68367,                0.54784,                0.59516,                0.39994,                 1.2071,                 1.4275,                 1.4303,              0.0004081,              0.0004081,              0.0004081
                      4,                0.86498,                 1.0625,                 1.1665,                0.66927,                0.53939,                0.57965,                0.38487,                 1.2243,                 1.4535,                 1.4452,             0.00040462,             0.00040462,             0.00040462
                      5,                0.87553,                 1.0793,                 1.1728,                0.65136,                0.54672,                 0.5851,                0.38598,                 1.2126,                 1.4267,                 1.4304,             0.00040049,             0.00040049,             0.00040049
                      6,                 0.8695,                 1.0625,                 1.1675,                0.66062,                0.55485,                0.59125,                0.39476,                 1.2107,                 1.3789,                 1.4292,             0.00039636,             0.00039636,             0.00039636
                      7,                0.87187,                 1.0697,                 1.1703,                0.68033,                0.54676,                0.59954,                 0.4025,                 1.1944,                 1.4132,                 1.4151,             0.00039223,             0.00039223,             0.00039223
                      8,                0.87206,                 1.0512,                 1.1654,                0.68328,                0.54364,                 0.5918,                0.39597,                 1.2052,                 1.4528,                  1.425,              0.0003881,              0.0003881,              0.0003881
                      9,                0.87858,                 1.0474,                 1.1686,                0.67504,                0.55407,                0.59631,                0.40161,                 1.1898,                 1.3974,                 1.4058,             0.00038397,             0.00038397,             0.00038397
                     10,                0.86619,                 1.0501,                 1.1604,                0.67478,                0.54918,                0.59969,                 0.4051,                 1.1776,                 1.3723,                 1.4022,             0.00037985,             0.00037985,             0.00037985
                     11,                 0.8603,                 1.0123,                 1.1602,                0.67938,                0.55473,                0.59256,                0.39862,                  1.194,                 1.4181,                 1.4129,             0.00037572,             0.00037572,             0.00037572
                     12,                0.86585,                 1.0238,                 1.1645,                 0.6792,                0.56109,                0.60558,                0.40841,                 1.1838,                 1.3709,                 1.3999,             0.00037159,             0.00037159,             0.00037159
                     13,                 0.8672,                 1.0212,                 1.1671,                0.68804,                0.56601,                0.61428,                 0.4116,                 1.2101,                 1.3954,                 1.4302,             0.00036746,             0.00036746,             0.00036746
                     14,                0.85218,                 1.0002,                 1.1537,                 0.6901,                0.55745,                0.60954,                 0.4142,                 1.1842,                 1.3773,                 1.4014,             0.00036333,             0.00036333,             0.00036333
                     15,                0.84839,                0.99451,                 1.1531,                0.69627,                0.57679,                0.62408,                0.42523,                 1.1825,                 1.3435,                  1.395,              0.0003592,              0.0003592,              0.0003592
                     16,                0.85034,                0.97979,                 1.1529,                0.68174,                0.55175,                0.60404,                0.40647,                  1.188,                 1.4042,                 1.4114,             0.00035508,             0.00035508,             0.00035508
                     17,                0.83682,                0.98414,                  1.151,                0.70261,                0.56128,                0.61386,                0.41976,                 1.1698,                 1.3362,                 1.3952,             0.00035095,             0.00035095,             0.00035095
                     18,                0.84237,                0.97562,                 1.1471,                0.69233,                0.56176,                0.60749,                0.41052,                 1.1893,                 1.3469,                 1.4136,             0.00034682,             0.00034682,             0.00034682
                     19,                0.84055,                0.97951,                 1.1446,                0.67844,                0.56877,                0.60971,                0.41451,                 1.1777,                 1.3342,                 1.4048,             0.00034269,             0.00034269,             0.00034269
                     20,                0.83032,                0.97635,                 1.1461,                0.70504,                0.55856,                0.61746,                0.41856,                 1.1806,                 1.3542,                 1.4146,             0.00033856,             0.00033856,             0.00033856
                     21,                0.83444,                0.96188,                 1.1447,                0.69157,                0.56298,                0.61019,                0.41619,                 1.1829,                 1.3759,                 1.4085,             0.00033443,             0.00033443,             0.00033443
                     22,                0.82329,                0.95341,                 1.1377,                0.70132,                0.56345,                0.61833,                0.42063,                  1.191,                 1.3416,                 1.4131,             0.00033031,             0.00033031,             0.00033031
                     23,                0.82681,                 0.9449,                 1.1398,                0.69856,                 0.5759,                0.62314,                0.42486,                 1.1782,                 1.2987,                  1.395,             0.00032618,             0.00032618,             0.00032618
                     24,                0.82562,                0.92924,                 1.1381,                0.70881,                0.56296,                0.61593,                0.42027,                 1.1798,                   1.33,                 1.4068,             0.00032205,             0.00032205,             0.00032205
                     25,                0.82131,                0.93033,                 1.1309,                0.67554,                0.55538,                0.59805,                0.41048,                 1.1768,                 1.4193,                 1.4113,             0.00031792,             0.00031792,             0.00031792
                     26,                 0.8141,                 0.9195,                  1.129,                0.69853,                0.55718,                0.61019,                0.41684,                  1.172,                 1.3384,                 1.4046,             0.00031379,             0.00031379,             0.00031379
