                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.80773,                 1.2324,                 1.1752,                0.68372,                0.55037,                0.58676,                 0.3973,                 1.1643,                 1.4967,                 1.3768,             0.00013778,             0.00013778,             0.00013778
                      2,                0.80552,                 1.2702,                 1.1813,                0.63069,                0.49727,                0.52295,                0.32438,                 1.3007,                 1.7055,                 1.5215,             0.00027404,             0.00027404,             0.00027404
                      3,                0.83732,                 1.3181,                 1.1996,                0.60245,                0.49385,                0.52263,                0.33192,                 1.2775,                 1.6929,                 1.4856,             0.00040755,             0.00040755,             0.00040755
                      4,                0.87096,                  1.315,                 1.2028,                0.63445,                0.48299,                0.52017,                0.33135,                 1.2892,                 1.6944,                 1.5046,             0.00040462,             0.00040462,             0.00040462
                      5,                0.85868,                 1.2995,                 1.2043,                0.60982,                0.48611,                0.50677,                0.32054,                 1.2551,                 1.7297,                 1.4746,             0.00040049,             0.00040049,             0.00040049
                      6,                0.85938,                 1.2875,                 1.2102,                0.64634,                 0.4808,                 0.5236,                 0.3391,                 1.2503,                 1.6588,                 1.4605,             0.00039636,             0.00039636,             0.00039636
                      7,                0.85211,                 1.2408,                 1.1998,                0.64028,                0.48852,                 0.5254,                0.33533,                  1.289,                  1.747,                  1.496,             0.00039223,             0.00039223,             0.00039223
                      8,                0.83342,                 1.1987,                 1.1892,                0.63407,                0.49423,                0.53871,                  0.349,                 1.2394,                  1.611,                 1.4732,              0.0003881,              0.0003881,              0.0003881
                      9,                0.84597,                  1.208,                 1.1953,                0.61642,                0.46463,                 0.4973,                0.31388,                 1.3185,                 1.9142,                 1.5252,             0.00038397,             0.00038397,             0.00038397
                     10,                 0.8183,                 1.1664,                 1.1721,                0.62038,                0.49311,                0.52459,                0.33502,                  1.282,                 1.7144,                 1.5003,             0.00037985,             0.00037985,             0.00037985
                     11,                0.82224,                 1.1514,                 1.1761,                0.62284,                0.50555,                0.53571,                0.34932,                 1.2601,                 1.6665,                 1.4682,             0.00037572,             0.00037572,             0.00037572
                     12,                0.80828,                 1.1197,                 1.1763,                0.64381,                0.50059,                0.54721,                 0.3574,                 1.2604,                 1.6156,                 1.4633,             0.00037159,             0.00037159,             0.00037159
                     13,                0.81719,                 1.1137,                 1.1709,                0.63035,                0.50596,                0.53625,                0.34448,                 1.2677,                 1.6181,                 1.4961,             0.00036746,             0.00036746,             0.00036746
                     14,                0.78923,                 1.0878,                 1.1578,                0.63328,                0.49773,                0.53699,                0.34819,                 1.2518,                 1.6581,                 1.4659,             0.00036333,             0.00036333,             0.00036333
