                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.62105,                0.62747,                 1.0487,                0.72526,                0.56944,                0.58385,                0.38255,                 1.2056,                  1.374,                  1.488,             0.00013861,             0.00013861,             0.00013861
                      2,                0.65046,                0.66032,                 1.0629,                0.68203,                0.55979,                0.55001,                0.35389,                 1.2377,                 1.3974,                 1.5261,             0.00027486,             0.00027486,             0.00027486
                      3,                0.68107,                0.72317,                 1.0829,                0.66891,                0.56611,                0.54166,                0.34591,                 1.2372,                 1.3996,                  1.513,             0.00040836,             0.00040836,             0.00040836
                      4,                0.69721,                0.75619,                 1.0941,                0.69619,                0.53548,                0.54656,                0.34743,                 1.2627,                  1.443,                 1.5258,             0.00040462,             0.00040462,             0.00040462
                      5,                0.71153,                0.76968,                 1.1023,                0.66644,                0.56566,                 0.5493,                0.35207,                 1.2297,                 1.3571,                 1.4899,             0.00040049,             0.00040049,             0.00040049
                      6,                0.70481,                0.76019,                 1.0978,                0.68118,                0.55006,                0.53896,                0.34683,                 1.2377,                 1.3984,                 1.4969,             0.00039636,             0.00039636,             0.00039636
                      7,                0.70725,                0.77766,                 1.1018,                  0.676,                0.55254,                0.54558,                0.34474,                 1.2535,                 1.3871,                 1.5097,             0.00039223,             0.00039223,             0.00039223
                      8,                0.71317,                0.77297,                 1.1073,                0.65928,                0.55647,                0.52922,                0.33743,                 1.2423,                  1.412,                 1.5042,              0.0003881,              0.0003881,              0.0003881
                      9,                0.71588,                0.77255,                 1.1037,                0.65488,                0.56872,                0.53945,                0.34154,                 1.2528,                 1.3579,                 1.5079,             0.00038397,             0.00038397,             0.00038397
                     10,                0.71166,                0.77387,                 1.1019,                0.64965,                0.56597,                0.55264,                0.35815,                 1.2404,                 1.4102,                 1.4895,             0.00037985,             0.00037985,             0.00037985
                     11,                0.70304,                 0.7551,                 1.0918,                0.68796,                0.55344,                0.55364,                0.35279,                 1.2376,                  1.381,                 1.4997,             0.00037572,             0.00037572,             0.00037572
                     12,                0.70737,                0.77514,                 1.0989,                0.68031,                0.55912,                0.54616,                0.34781,                 1.2455,                 1.3718,                 1.5028,             0.00037159,             0.00037159,             0.00037159
                     13,                0.70991,                0.75376,                  1.097,                0.67658,                0.55533,                0.54637,                0.34978,                  1.244,                 1.4006,                 1.5053,             0.00036746,             0.00036746,             0.00036746
