                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.82661,                 1.1165,                 1.1947,                0.70045,                0.56763,                0.57727,                0.37599,                 1.1638,                 1.3355,                 1.3655,             0.00013858,             0.00013858,             0.00013858
                      2,                0.86069,                 1.1576,                 1.2079,                0.65816,                0.53739,                0.54041,                0.34304,                 1.2004,                 1.4421,                  1.402,             0.00027483,             0.00027483,             0.00027483
                      3,                 0.9054,                 1.2448,                 1.2414,                0.66616,                0.49823,                 0.5208,                0.32418,                  1.268,                 1.5477,                 1.4713,             0.00040833,             0.00040833,             0.00040833
                      4,                0.92337,                 1.2645,                 1.2573,                0.64168,                0.53002,                0.52982,                0.33417,                 1.2217,                 1.4905,                 1.4241,             0.00040462,             0.00040462,             0.00040462
                      5,                0.91717,                 1.2559,                 1.2492,                0.66755,                0.51756,                0.53528,                0.33801,                  1.216,                 1.4347,                 1.4109,             0.00040049,             0.00040049,             0.00040049
                      6,                0.91568,                 1.2208,                 1.2475,                0.65469,                0.51834,                0.53833,                0.34171,                 1.2193,                 1.4751,                 1.4355,             0.00039636,             0.00039636,             0.00039636
                      7,                0.90623,                 1.1964,                 1.2348,                0.66299,                0.54004,                0.54835,                0.34924,                 1.1902,                 1.4054,                 1.4083,             0.00039223,             0.00039223,             0.00039223
                      8,                0.89802,                 1.1736,                  1.238,                0.64059,                0.53801,                  0.539,                 0.3404,                 1.2387,                 1.4609,                 1.4389,              0.0003881,              0.0003881,              0.0003881
                      9,                 0.9004,                 1.1822,                 1.2365,                0.66883,                0.54396,                0.55813,                0.35278,                 1.2141,                 1.3975,                 1.4213,             0.00038397,             0.00038397,             0.00038397
                     10,                0.88511,                 1.1515,                 1.2276,                0.66529,                0.54048,                 0.5496,                0.34422,                 1.2276,                 1.3996,                  1.443,             0.00037985,             0.00037985,             0.00037985
                     11,                0.87864,                 1.1245,                 1.2185,                0.68742,                0.50981,                0.53868,                 0.3371,                 1.2422,                 1.4786,                 1.4659,             0.00037572,             0.00037572,             0.00037572
                     12,                0.87618,                 1.1211,                 1.2235,                0.68307,                0.52841,                0.54969,                0.34707,                 1.2164,                 1.4054,                 1.4363,             0.00037159,             0.00037159,             0.00037159
                     13,                0.86037,                 1.0996,                 1.2098,                0.65481,                0.54933,                0.55168,                0.35031,                 1.2066,                 1.3728,                 1.4219,             0.00036746,             0.00036746,             0.00036746
                     14,                0.85815,                 1.0759,                 1.2109,                0.68238,                0.53196,                0.55369,                0.35185,                 1.2253,                 1.3984,                 1.4447,             0.00036333,             0.00036333,             0.00036333
                     15,                0.86423,                 1.0815,                  1.211,                0.67121,                0.54079,                0.55531,                0.35462,                 1.2006,                 1.3704,                 1.4119,              0.0003592,              0.0003592,              0.0003592
                     16,                0.85654,                 1.0798,                 1.2104,                  0.671,                0.54963,                0.55344,                0.35328,                 1.1961,                 1.3802,                 1.4071,             0.00035508,             0.00035508,             0.00035508
                     17,                0.85307,                   1.06,                 1.2067,                 0.6934,                0.54115,                0.56972,                0.36539,                 1.1977,                 1.3738,                  1.412,             0.00035095,             0.00035095,             0.00035095
                     18,                 0.8416,                  1.043,                 1.1996,                0.65913,                0.54023,                0.53775,                0.34137,                 1.2139,                 1.4071,                 1.4277,             0.00034682,             0.00034682,             0.00034682
                     19,                0.84003,                 1.0278,                  1.191,                0.68438,                0.54308,                0.56264,                0.35983,                 1.2019,                  1.372,                 1.4263,             0.00034269,             0.00034269,             0.00034269
                     20,                0.83418,                 1.0132,                 1.1895,                 0.6849,                0.52797,                0.55353,                0.35125,                 1.2141,                 1.4275,                 1.4446,             0.00033856,             0.00033856,             0.00033856
                     21,                0.83371,                 1.0143,                 1.1894,                0.64034,                0.57342,                0.56534,                0.35988,                 1.2217,                 1.4147,                 1.4364,             0.00033443,             0.00033443,             0.00033443
                     22,                0.82891,                0.99678,                 1.1839,                0.67019,                0.57043,                0.56332,                0.35755,                 1.1857,                 1.3071,                 1.4076,             0.00033031,             0.00033031,             0.00033031
                     23,                0.82627,                0.99111,                 1.1858,                0.67822,                0.55073,                0.56432,                0.36133,                 1.2128,                 1.3822,                 1.4431,             0.00032618,             0.00032618,             0.00032618
                     24,                0.81772,                 0.9862,                 1.1798,                0.68995,                0.55481,                0.56336,                0.35744,                 1.2073,                 1.3392,                 1.4225,             0.00032205,             0.00032205,             0.00032205
                     25,                0.82103,                0.97685,                 1.1833,                0.67592,                0.57057,                0.56378,                0.35907,                 1.1905,                 1.3206,                 1.4063,             0.00031792,             0.00031792,             0.00031792
                     26,                0.82039,                0.96777,                 1.1808,                 0.6655,                0.55378,                0.55305,                0.35156,                 1.2209,                 1.3937,                 1.4486,             0.00031379,             0.00031379,             0.00031379
                     27,                 0.8046,                0.95235,                 1.1668,                0.69904,                0.55629,                0.57757,                0.37376,                  1.189,                 1.3428,                  1.405,             0.00030966,             0.00030966,             0.00030966
                     28,                0.80422,                0.96059,                 1.1701,                0.69838,                0.55045,                0.57376,                0.36995,                 1.1991,                 1.3865,                 1.4189,             0.00030554,             0.00030554,             0.00030554
                     29,                0.80215,                0.94348,                 1.1687,                0.68782,                0.56042,                0.56492,                0.36286,                  1.206,                 1.3572,                 1.4214,             0.00030141,             0.00030141,             0.00030141
                     30,                0.79601,                0.93596,                 1.1689,                0.68108,                0.57449,                0.56651,                0.36278,                 1.1873,                 1.3149,                 1.4106,             0.00029728,             0.00029728,             0.00029728
                     31,                0.78429,                0.91927,                 1.1598,                0.69903,                0.56027,                 0.5755,                0.36877,                 1.2084,                 1.3468,                 1.4407,             0.00029315,             0.00029315,             0.00029315
                     32,                0.78879,                0.91002,                 1.1578,                0.70697,                0.55153,                 0.5725,                0.36959,                 1.2001,                 1.3586,                 1.4304,             0.00028902,             0.00028902,             0.00028902
