                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.87443,                 1.3006,                 1.2347,                0.68122,                0.53947,                0.55317,                0.35474,                 1.1723,                   1.42,                 1.3654,             0.00013856,             0.00013856,             0.00013856
                      2,                0.89146,                 1.3263,                 1.2349,                0.63169,                0.51937,                0.52075,                 0.3265,                 1.2205,                 1.5252,                 1.4081,             0.00027482,             0.00027482,             0.00027482
                      3,                0.93362,                 1.3658,                 1.2564,                 0.6178,                0.50261,                0.51542,                 0.3234,                 1.2331,                 1.5758,                  1.428,             0.00040832,             0.00040832,             0.00040832
                      4,                0.95515,                 1.3851,                 1.2704,                0.60068,                0.50306,                0.50309,                0.30912,                 1.2709,                 1.6134,                 1.4567,             0.00040462,             0.00040462,             0.00040462
                      5,                 0.9405,                  1.368,                 1.2644,                0.62669,                0.48969,                0.49329,                0.30222,                 1.2503,                 1.5685,                 1.4399,             0.00040049,             0.00040049,             0.00040049
                      6,                0.93846,                 1.3228,                  1.264,                0.64867,                0.49049,                0.51068,                0.31987,                 1.2305,                 1.5471,                 1.4344,             0.00039636,             0.00039636,             0.00039636
                      7,                0.93093,                 1.2998,                  1.259,                0.61266,                  0.522,                0.52075,                0.32397,                  1.244,                  1.547,                 1.4276,             0.00039223,             0.00039223,             0.00039223
                      8,                0.91857,                 1.2457,                 1.2471,                0.63582,                 0.5239,                0.53102,                0.33338,                  1.239,                 1.5059,                 1.4403,              0.0003881,              0.0003881,              0.0003881
                      9,                0.91942,                 1.2392,                 1.2494,                0.66582,                0.49668,                0.52034,                0.33084,                 1.2307,                  1.521,                  1.441,             0.00038397,             0.00038397,             0.00038397
                     10,                0.90008,                 1.2004,                 1.2336,                0.63625,                0.50612,                0.51945,                0.32474,                  1.259,                 1.6105,                 1.4654,             0.00037985,             0.00037985,             0.00037985
                     11,                0.89727,                  1.193,                 1.2389,                0.66177,                0.49915,                0.52638,                0.33391,                 1.2309,                 1.5436,                 1.4348,             0.00037572,             0.00037572,             0.00037572
                     12,                0.88683,                 1.1813,                  1.225,                0.65288,                0.51807,                0.52497,                0.32814,                 1.2353,                 1.4829,                 1.4391,             0.00037159,             0.00037159,             0.00037159
                     13,                0.88857,                 1.1588,                 1.2296,                0.64385,                0.51759,                0.53124,                0.33858,                 1.2151,                 1.4622,                 1.4088,             0.00036746,             0.00036746,             0.00036746
                     14,                0.87686,                 1.1296,                 1.2197,                 0.6211,                0.53197,                0.53156,                0.34146,                 1.2309,                  1.521,                  1.438,             0.00036333,             0.00036333,             0.00036333
                     15,                0.86733,                 1.1229,                 1.2126,                0.66517,                 0.5269,                0.55778,                0.35564,                 1.2057,                  1.445,                 1.4114,              0.0003592,              0.0003592,              0.0003592
                     16,                0.87033,                 1.1215,                 1.2171,                0.65158,                0.53193,                0.52968,                0.33435,                  1.211,                 1.4515,                 1.4137,             0.00035508,             0.00035508,             0.00035508
                     17,                0.86574,                 1.1128,                 1.2138,                 0.6786,                0.50925,                0.54073,                0.34379,                 1.2254,                 1.4692,                 1.4313,             0.00035095,             0.00035095,             0.00035095
                     18,                0.86133,                 1.0959,                  1.213,                0.67629,                0.50815,                0.53793,                0.34444,                 1.2181,                 1.4636,                 1.4217,             0.00034682,             0.00034682,             0.00034682
                     19,                0.84633,                  1.055,                 1.1971,                0.62646,                0.53669,                0.53752,                0.34186,                 1.2335,                 1.4976,                 1.4272,             0.00034269,             0.00034269,             0.00034269
                     20,                0.84944,                 1.0509,                 1.1953,                0.61447,                0.54731,                0.54025,                0.34286,                 1.2227,                 1.4807,                  1.421,             0.00033856,             0.00033856,             0.00033856
                     21,                0.84395,                 1.0439,                 1.1959,                 0.6691,                0.51648,                0.53329,                0.34066,                 1.2285,                 1.4686,                 1.4296,             0.00033443,             0.00033443,             0.00033443
                     22,                0.83527,                 1.0218,                 1.1873,                0.68445,                0.52497,                 0.5503,                0.34967,                 1.2423,                 1.4707,                 1.4506,             0.00033031,             0.00033031,             0.00033031
                     23,                0.83683,                 1.0343,                 1.1941,                0.67531,                0.52013,                0.54562,                0.34959,                 1.2336,                 1.4688,                 1.4421,             0.00032618,             0.00032618,             0.00032618
                     24,                  0.834,                 1.0299,                 1.1904,                0.67717,                 0.5194,                0.54412,                0.34788,                 1.2154,                 1.4547,                 1.4377,             0.00032205,             0.00032205,             0.00032205
                     25,                 0.8228,                 1.0064,                 1.1839,                0.67419,                0.51415,                0.53659,                0.34845,                 1.2122,                 1.4682,                 1.4288,             0.00031792,             0.00031792,             0.00031792
                     26,                0.81582,                0.99169,                 1.1799,                0.68414,                0.52221,                0.54984,                 0.3571,                  1.194,                 1.4282,                 1.4201,             0.00031379,             0.00031379,             0.00031379
                     27,                 0.8101,                0.98917,                 1.1789,                0.64829,                0.52891,                0.53355,                0.33945,                 1.2162,                 1.4414,                 1.4318,             0.00030966,             0.00030966,             0.00030966
                     28,                0.80628,                0.96705,                 1.1739,                0.67153,                0.52881,                0.54408,                0.34924,                 1.2098,                 1.4375,                 1.4212,             0.00030554,             0.00030554,             0.00030554
                     29,                   0.81,                0.96441,                 1.1715,                0.67486,                0.52355,                0.53809,                 0.3487,                 1.2023,                 1.4388,                 1.4134,             0.00030141,             0.00030141,             0.00030141
                     30,                 0.8037,                0.95655,                 1.1723,                0.66832,                0.53649,                0.54492,                 0.3523,                 1.2068,                 1.4251,                  1.421,             0.00029728,             0.00029728,             0.00029728
                     31,                0.80332,                0.96052,                  1.172,                0.67916,                0.52723,                 0.5485,                0.35517,                 1.2025,                 1.4348,                 1.4205,             0.00029315,             0.00029315,             0.00029315
                     32,                0.79174,                0.92751,                 1.1621,                0.66953,                0.53335,                0.55185,                0.35282,                 1.2262,                 1.4654,                 1.4349,             0.00028902,             0.00028902,             0.00028902
                     33,                0.79282,                0.93211,                  1.163,                0.61649,                0.55797,                0.53267,                0.33981,                 1.2296,                 1.4632,                 1.4415,             0.00028489,             0.00028489,             0.00028489
                     34,                0.78823,                0.91715,                 1.1584,                0.69195,                0.53222,                0.55929,                0.35773,                 1.2172,                 1.4102,                   1.43,             0.00028077,             0.00028077,             0.00028077
