                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.81599,                 1.4926,                 1.1999,                0.63472,                0.52045,                0.55603,                0.37193,                 1.1823,                 1.5908,                 1.4082,             0.00013758,             0.00013758,             0.00013758
                      2,                0.80068,                 1.3789,                 1.1801,                0.62392,                0.50041,                0.53164,                0.34449,                 1.2201,                 1.6868,                 1.4449,             0.00027384,             0.00027384,             0.00027384
                      3,                0.84256,                 1.4459,                 1.1924,                0.58859,                0.46349,                0.49213,                0.31388,                 1.2563,                 1.8053,                 1.4772,             0.00040735,             0.00040735,             0.00040735
                      4,                0.87138,                 1.4549,                 1.2194,                0.58777,                0.46535,                0.48158,                0.30072,                 1.3142,                 1.8717,                 1.5318,             0.00040462,             0.00040462,             0.00040462
                      5,                 0.8706,                 1.4117,                 1.2158,                0.58319,                0.46341,                0.47697,                0.29565,                 1.3194,                 1.8134,                 1.5165,             0.00040049,             0.00040049,             0.00040049
                      6,                 0.8438,                   1.37,                 1.2041,                 0.6135,                0.44752,                0.48977,                0.30741,                 1.2925,                 1.8238,                 1.4905,             0.00039636,             0.00039636,             0.00039636
                      7,                0.82739,                 1.3621,                 1.1891,                0.59194,                0.44597,                0.45978,                0.28696,                 1.3128,                 1.9168,                 1.5028,             0.00039223,             0.00039223,             0.00039223
                      8,                0.82924,                 1.3081,                 1.1935,                0.57388,                 0.4499,                0.46612,                0.29348,                 1.2919,                  1.859,                 1.5162,              0.0003881,              0.0003881,              0.0003881
                      9,                0.81066,                 1.2427,                 1.1668,                 0.5987,                0.45684,                0.48125,                0.29662,                 1.3416,                 1.8701,                 1.5521,             0.00038397,             0.00038397,             0.00038397
                     10,                0.79439,                 1.2395,                 1.1642,                0.61795,                0.46434,                0.49324,                0.30415,                 1.3052,                 1.8294,                 1.5364,             0.00037985,             0.00037985,             0.00037985
                     11,                0.82257,                 1.2211,                 1.1805,                0.58824,                0.46873,                0.47911,                0.29808,                  1.305,                 1.7886,                 1.5454,             0.00037572,             0.00037572,             0.00037572
                     12,                0.79915,                 1.1838,                 1.1576,                  0.603,                0.44787,                0.47473,                0.29608,                 1.3131,                 1.9324,                 1.5289,             0.00037159,             0.00037159,             0.00037159
