                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.65117,                0.77779,                 1.0881,                0.66011,                0.52903,                0.56853,                0.38586,                 1.2351,                 1.5873,                 1.5001,             0.00013789,             0.00013789,             0.00013789
                      2,                0.66758,                 0.7713,                 1.0948,                0.64032,                0.49942,                0.53146,                0.35254,                  1.268,                 1.6241,                 1.5265,             0.00027415,             0.00027415,             0.00027415
                      3,                0.69241,                 0.8036,                 1.0992,                0.66134,                0.48958,                0.53249,                0.35299,                  1.266,                 1.7173,                 1.5441,             0.00040765,             0.00040765,             0.00040765
                      4,                 0.7146,                0.81784,                 1.1175,                0.63143,                0.48782,                0.52332,                0.34346,                 1.2847,                  1.597,                 1.5406,             0.00040462,             0.00040462,             0.00040462
                      5,                0.70982,                 0.8266,                 1.1068,                 0.6258,                0.48771,                0.51655,                0.33765,                  1.287,                 1.6366,                 1.5356,             0.00040049,             0.00040049,             0.00040049
                      6,                0.71534,                0.83744,                 1.1136,                0.64899,                0.49764,                0.53278,                0.34756,                 1.2941,                  1.603,                 1.5453,             0.00039636,             0.00039636,             0.00039636
                      7,                 0.7019,                0.81521,                 1.1032,                0.62039,                0.48041,                0.50579,                0.32341,                 1.3349,                 1.7631,                 1.5975,             0.00039223,             0.00039223,             0.00039223
                      8,                0.69925,                0.80582,                 1.1036,                0.65064,                0.49587,                0.53549,                0.35136,                 1.3114,                 1.7444,                 1.5511,              0.0003881,              0.0003881,              0.0003881
                      9,                0.69867,                0.80537,                 1.1093,                0.62437,                0.49126,                0.52882,                0.34672,                 1.2898,                 1.6155,                 1.5379,             0.00038397,             0.00038397,             0.00038397
                     10,                 0.6827,                0.76956,                 1.0916,                 0.6434,                0.46707,                0.51426,                 0.3384,                 1.3154,                 1.7884,                 1.5682,             0.00037985,             0.00037985,             0.00037985
                     11,                0.67953,                0.79043,                 1.0984,                0.63503,                 0.4947,                0.53221,                0.35335,                 1.2808,                 1.6978,                 1.5274,             0.00037572,             0.00037572,             0.00037572
                     12,                 0.6874,                0.77227,                 1.0957,                0.62791,                0.48295,                0.52273,                0.34809,                 1.2794,                 1.7643,                 1.5278,             0.00037159,             0.00037159,             0.00037159
                     13,                0.67803,                0.76039,                 1.0859,                0.63952,                0.49201,                0.52631,                0.34759,                 1.2866,                 1.7803,                 1.5417,             0.00036746,             0.00036746,             0.00036746
                     14,                0.66837,                0.75015,                 1.0825,                0.64114,                0.48761,                0.52573,                0.34464,                 1.3077,                 1.7144,                 1.5569,             0.00036333,             0.00036333,             0.00036333
                     15,                0.67173,                 0.7471,                 1.0791,                0.64569,                0.49401,                0.53732,                0.35201,                 1.2857,                 1.6342,                 1.5369,              0.0003592,              0.0003592,              0.0003592
                     16,                0.67531,                0.74329,                 1.0867,                0.63483,                0.49759,                0.53209,                 0.3525,                  1.286,                 1.6949,                 1.5296,             0.00035508,             0.00035508,             0.00035508
