                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.69315,                0.97159,                 1.0931,                0.68343,                0.54729,                0.58842,                0.39999,                 1.1701,                 1.5782,                 1.4058,             0.00013819,             0.00013819,             0.00013819
                      2,                 0.7408,                 1.0377,                 1.1206,                0.64453,                0.52865,                 0.5627,                0.37583,                  1.205,                 1.7034,                 1.4244,             0.00027445,             0.00027445,             0.00027445
                      3,                0.80279,                 1.0966,                 1.1497,                0.64281,                0.51726,                0.55487,                0.35809,                 1.2715,                 1.6762,                 1.5022,             0.00040795,             0.00040795,             0.00040795
                      4,                0.84614,                  1.183,                 1.1866,                0.62248,                0.49678,                0.52788,                0.34009,                 1.2693,                 1.6394,                 1.4688,             0.00040462,             0.00040462,             0.00040462
                      5,                0.81892,                 1.1516,                 1.1617,                0.65286,                0.50265,                0.54584,                0.36032,                 1.2457,                  1.672,                 1.4744,             0.00040049,             0.00040049,             0.00040049
                      6,                0.82427,                  1.138,                 1.1668,                 0.6524,                0.50755,                0.54421,                0.35922,                 1.2553,                 1.6807,                 1.4606,             0.00039636,             0.00039636,             0.00039636
                      7,                0.82174,                 1.1313,                 1.1759,                0.63173,                 0.4969,                0.53216,                0.34347,                 1.2886,                 1.7994,                 1.5083,             0.00039223,             0.00039223,             0.00039223
                      8,                0.81614,                 1.1305,                 1.1715,                0.62687,                0.52215,                0.54598,                0.35781,                   1.27,                 1.6095,                  1.465,              0.0003881,              0.0003881,              0.0003881
                      9,                0.82756,                 1.1368,                 1.1744,                0.64348,                0.50439,                0.54642,                0.35171,                 1.2872,                 1.7092,                 1.5174,             0.00038397,             0.00038397,             0.00038397
                     10,                0.81247,                 1.0926,                 1.1667,                0.61474,                0.52112,                0.54291,                0.35393,                 1.2587,                 1.6411,                 1.4676,             0.00037985,             0.00037985,             0.00037985
                     11,                0.79135,                 1.0745,                  1.157,                0.63619,                0.51029,                0.54748,                  0.359,                  1.273,                  1.784,                 1.4883,             0.00037572,             0.00037572,             0.00037572
                     12,                0.79304,                 1.0485,                 1.1491,                0.61459,                0.50545,                0.53481,                0.34505,                 1.2765,                 1.7039,                 1.5083,             0.00037159,             0.00037159,             0.00037159
                     13,                0.80009,                 1.0617,                 1.1575,                 0.6287,                0.51746,                0.55021,                0.36012,                 1.2833,                 1.6605,                 1.5012,             0.00036746,             0.00036746,             0.00036746
                     14,                0.77897,                  1.045,                 1.1535,                0.64292,                0.50937,                0.54981,                0.36175,                 1.2668,                 1.6746,                 1.4825,             0.00036333,             0.00036333,             0.00036333
